Bin#,Source,Item,SKU,Base Price,COGS,Date Listed,Year Month Listed,Platform Sold,Gross Sales,Platform Fee,Shipping,Gross Profit,Net Profit,Date Sold,Year Month Sold,Age of Listing
7,Goodwill N Loop 1604,Threads 4 Thought Anthro Sleeveless Tunic Top Sheer Back XS,B0439,$4.79 ,$5.19 ,7/7/2021,20217,,,,,,,,,412
12-Nov,Goodwill N Loop 1604,Lush Maxi Lace Swim Cover Up Dress Short Sleeve M,B0440,$7.99 ,$8.65 ,4/4/2021,20214,,,,,,,,,506
3,Goodwill N Loop 1604,mine Semi-Sheer Racer Back Top S,B0441,$4.79 ,$5.19 ,4/5/2021,20214,,,,,,,,,505
12-Nov,Goodwill N Loop 1604,Emmelee Francesca's NWT Lace Sleeveless Dress S,B0442,$7.99 ,$8.65 ,7/7/2021,20217,,,,,,,,,412
,Goodwill N Loop 1604,THML Scoop Neck Shift Dress Short Sleeve S,B0443,$4.79 ,$5.19 ,7/7/2021,20217,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$10.81 ,8/14/2021,20218,38
WEARING,Goodwill N Loop 1604,Forever21 Cropped Sweatshirt Grey L,B0444,$4.79 ,$5.19 ,WEARING,,,,,,,,,,
4,Goodwill N Loop 1604,Nanette Lepore Blush Pink Champagne Lace Peplum Top M,B0445,$4.79 ,$5.19 ,3/30/2021,20213,,,,,,,,,511
5,Goodwill N Loop 1604,41 Hawthorn Stitch Fix Long Sleeve Print Blouse L,B0446,$4.79 ,$5.19 ,7/7/2021,20217,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$10.81 ,8/16/2021,20218,40
5,Goodwill N Loop 1604,Athleta Racer Back Tank Neon Orange M,B0447,$4.79 ,$5.19 ,7/7/2021,20217,,,,,,,,,412
WEARING,Goodwill N Loop 1604,AEO Ruffle Button Down Tank M,B0448,$4.79 ,$5.19 ,WEARING,,,,,,,,,,
WEARING,Goodwill N Loop 1604,GAP Fit Racer Back Tank Grey XS,B0449,$4.79 ,$5.19 ,WEARING,,,,,,,,,,
5,Goodwill N Loop 1604,Express Knit Sweater Dolman 3/4 Sleeve Wide Neck L,B0450,$4.79 ,$5.19 ,7/6/2021,20217,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$10.81 ,10/18/2021,202110,104
5,Goodwill N Loop 1604,Abercrombie & Fitch Floral Split Back Blouse S,B0451,$4.79 ,$5.19 ,7/6/2021,20217,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$10.81 ,11/3/2021,202111,120
5,Goodwill Cibolo,Altar'd State Waffle Knit Long Sleeve Embroidered Blush Top V-Neck L,B0452,$2.40 ,$2.59 ,7/6/2021,20217,,,,,,,,,413
7,Goodwill Cibolo,Eyeshadow Waffle Knit Tie Front Button Down Top M,B0453,$2.40 ,$2.59 ,7/6/2021,20217,,,,,,,,,413
7,Goodwill Cibolo,Lavender Fields Bell Sleeve Boho Hippie Top L,B0454,$2.40 ,$2.59 ,7/6/2021,20217,,,,,,,,,413
10-Sep,Goodwill Cibolo,Free People A Modern Summer Shorts Button S,B0455,$4.79 ,$5.19 ,10/18/2021,202110,,,,,,,,,309
,Goodwill Cibolo,LOFT Striped Long Sleeve Cardigan S,B0456,$4.79 ,$5.19 ,Wearing,,,,,,,,,,
,Goodwill Cibolo,41 Hawthorn Stitch Fix 3/4 Sleeve Blouse XL,B0457,$4.79 ,$5.19 ,4/2/2021,20214,Poshmark,$24.00 ,$4.80 ,$2.46 ,$16.74 ,$11.55 ,4/27/2021,20214,25
3,Goodwill Cibolo,Ember Missy Bell Sleeve Boho Top L,B0458,$4.79 ,$5.19 ,3/30/2021,20213,,,,,,,,,511
6,Goodwill Cibolo,Levi's Graphic Semi-Cropped Hoodie XL,B0459,$4.79 ,$5.19 ,7/6/2021,20217,,,,,,,,,413
2,Goodwill Cibolo,Umgee Embroidered Oversized Flowy Boho Blouse M,B0460,$4.79 ,$5.19 ,7/7/2021,20217,,,,,,,,,412
5,Goodwill Cibolo,Maeve Anthro Maes Silk Kimono Floral Tie Top M,B0461,$4.79 ,$5.19 ,7/6/2021,20217,,,,,,,,,413
7,Goodwill Cibolo,Free People New Age Print Crop Sweater S,B0462,$4.79 ,$5.19 ,7/6/2021,20217,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$10.81 ,9/26/2021,20219,82
3,Goodwill Cibolo,Free People Kristobel Ruffle Lace Peplum Sweater Top M,B0463,$4.79 ,$5.19 ,3/30/2021,20213,,,,,,,,,511
7,Goodwill Cibolo,Deletta Anthro Knotted Tank XS,B0464,$4.79 ,$5.19 ,7/7/2021,20217,,,,,,,,,412
5,Goodwill Cibolo,AEO Soft & Sexy Floral Long Sleeve Button Down High/Low L,B0465,$4.79 ,$5.19 ,7/7/2021,20217,,,,,,,,,412
3,Goodwill Cibolo,Annabelle Floral Boho Hippie Long Sleeve Ruffle Blouse M,B0466,$4.79 ,$5.19 ,4/5/2021,20214,,,,,,,,,505
5,Goodwill Cibolo,American Rag Floral Color Block Lace Boho Henley S,B0467,$4.79 ,$5.19 ,7/7/2021,20217,Poshmark,$15.00 ,$3.00 ,$0.00 ,$12.00 ,$6.81 ,10/21/2021,202110,106
2,Goodwill Cibolo,Umgee Kimono Wrap Boho Dolman Sleeve Lace Trim M/L,B0468,$4.79 ,$5.19 ,7/7/2021,20217,,,,,,,,,412
5,Goodwill Cibolo,Umgee Long Sleeve Distressed Tie Front Scoop Neck Top M,B0469,$4.79 ,$5.19 ,7/7/2021,20217,Poshmark,$18.00 ,$3.60 ,$0.00 ,$14.40 ,$9.21 ,10/2/2021,202110,87
,Goodwill Cibolo,Torrid Cable Knit Sweater V Neck 3/4 Sleeve 3X,B0470,$4.79 ,$5.19 ,3/30/2021,20213,Poshmark,$28.00 ,$5.60 ,$2.46 ,$19.94 ,$14.75 ,4/2/2021,20214,3
Hanging,Goodwill Cibolo,Alice + Olivia Foss Black & Berry Metallic Stripe Fit & Flare Dress 6 as seen on Zooey Deschanel and Meghan Trainor,B0471,$9.99 ,$10.81 ,7/6/2021,20217,,,,,,,,,413
6,Goodwill Cibolo,"Harley Davidson Tunic Top 3/4 Sleeve San Antonio, TX Large",B0472,$2.40 ,$2.60 ,7/11/2021,20217,,,,,,,,,408
4,Goodwill Cibolo,Altar'd State Boho Sheer Paisley Top Bell Sleeve XS,B0473,$2.40 ,$2.60 ,7/10/2021,20217,,,,,,,,,409
12-Nov,Goodwill Cibolo,Umgee NWT Embroidered Floral Lined Shift Dress Sleeveless M,B0474,$8.49 ,$9.19 ,7/15/2021,20217,,,,,,,,,404
6,Goodwill Cibolo,Torrid Floral Bell Sleeve Boho Mesh Blouse Plus Size 2X,B0475,$8.49 ,$9.19 ,7/10/2021,20217,Poshmark,$37.00 ,$7.40 ,$1.23 ,$28.37 ,$27.39 ,7/12/2021,20217,2
WEARING,Goodwill Cibolo,AEO NWT Floral Jumpsuit Romper Boho S,B0476,$11.04 ,$11.95 ,WEARING,,,,,,,,,,
WEARING,Goodwill Cibolo,AEO NWT Floral Long Sleeve Mini Dress Boho S,B0477,$11.04 ,$11.95 ,WEARING,,,,,,,,,,
6,Goodwill Cibolo,Graphic T Shirt Texas Floral Animal Print S,B0478,$2.54 ,$2.75 ,10/12/2021,202110,,,,,,,,,315
6,Goodwill Cibolo,Graphic T Shirt Alice in Wonderland Tea Cup S,B0479,$2.54 ,$2.75 ,10/13/2021,202110,,,,,,,,,314
6,Goodwill Cibolo,Graphic T Shirt But First Coffee Floral S,B0480,$2.54 ,$2.75 ,10/13/2021,202110,,,,,,,,,314
3,Goodwill Cibolo,Graphic T Shirt Boho Western Skull Floral S,B0481,$2.54 ,$2.75 ,10/13/2021,202110,,,,,,,,,314
5,Goodwill Cibolo,Acid Wash Tie Dye T Shirt M,B0482,$2.54 ,$2.75 ,10/13/2021,202110,,,,,,,,,314
3,Goodwill Cibolo,Acid Wash Tie Dye T Shirt S,B0483,$2.54 ,$2.75 ,10/15/2021,202110,,,,,,,,,312
3,Goodwill Cibolo,Acid Wash Tie Dye T Shirt S,B0484,$2.54 ,$2.75 ,,,,,,,,,,,
,Goodwill Cibolo,Graphic T Shirt Boho Skull Floral S,B0485,$2.54 ,$2.75 ,7/13/2021,20217,,,,,,,,,406
,Goodwill Cibolo,Graphic T Shirt Mandala Bear Hippie Boho Tie Dye XS,B0486,$2.54 ,$2.75 ,Wearing,,,,,,,,,,
5,Goodwill Cibolo,Graphic T Shirt Boho Western Floral Antlers S,B0487,$2.54 ,$2.75 ,7/13/2021,20217,,,,,,,,,406
5,Goodwill Cibolo,Graphic T Shirt Cowgirl Up Boot Western Floral S,B0488,$2.54 ,$2.75 ,7/13/2021,20217,,,,,,,,,406
12-Nov,Goodwill Cibolo,AEO NWOT Paisley Boho Tassle Shift Dress XXS,B0489,$6.79 ,$7.35 ,7/11/2021,20217,,,,,,,,,408
12-Nov,Goodwill Cibolo,Altar'd State Oversized Embroidered Dress Long Bell Sleeve M,B0490,$6.79 ,$7.35 ,7/11/2021,20217,,,,,,,,,408
Hanging,Goodwill Cibolo,ModCloth Uniqueness on Offer Green Blue Floral Retro Print Dress 2X Plus Size,B0491,$6.79 ,$7.35 ,7/10/2021,20217,Poshmark,$37.00 ,$7.40 ,$1.23 ,$28.37 ,$21.02 ,7/12/2021,20217,2
2,Goodwill Cibolo,Lucky Brand Distressed Pullover Long Sleeve Top L,B0492,$4.07 ,$4.41 ,7/12/2021,20217,,,,,,,,,407
5,Goodwill Cibolo,Skies Are Blue Stitch Fix Embroidered Striped Top S,B0493,$4.07 ,$4.41 ,7/12/2021,20217,,,,,,,,,407
10-Sep,Goodwill Cibolo,Evolution and Creation Boho Elephant Mandola High Waist Crop Legging S,B0494,$4.07 ,$4.41 ,10/17/2021,202110,,,,,,,,,310
WEARING,Goodwill Cibolo,miami Francesca's High Low Knit Sweater M/L,B0495,$4.07 ,$4.41 ,WEARING,,,,,,,,,,
4,Goodwill Cibolo,PrAna Milani Hoodie Waffle Thermal Grey M,B0496,$4.07 ,$4.41 ,7/15/2021,20217,Poshmark,$39.00 ,$7.80 ,$0.00 ,$31.20 ,$26.79 ,12/19/2021,202112,157
10-Sep,Goodwill Cibolo,ecote UO Boho Pleated High Rise Elastic Shorts M,B0497,$4.07 ,$4.41 ,10/17/2021,202110,,,,,,,,,310
10-Sep,Goodwill Cibolo,Joy Lab NWOT High Waist Ankle Legging Tropical S,B0498,$4.07 ,$4.41 ,10/17/2021,202110,,,,,,,,,310
10-Sep,Goodwill Cibolo,Nike Dri Fit High Waist Ankle Legging Tropical XS,B0499,$4.07 ,$4.41 ,10/17/2021,202110,,,,,,,,,310
3,Goodwill Cibolo,Philosophy Striped Plus Size Long Sleeve Sharkbite Hem Tunic Top XXL,B0500,$4.07 ,$4.41 ,7/15/2021,20217,,,,,,,,,404
10-Sep,Goodwill Cibolo,Earthbound Trading Co. Boho Hippie Jogger Pants S,B0501,$4.07 ,$4.41 ,10/18/2021,202110,,,,,,,,,309
WEARING,Goodwill Cibolo,Earthbound Trading Co. Boho Hippie Jogger Pants S,B0502,$4.07 ,$4.41 ,WEARING,,,,,,,,,,
WEARING,Goodwill Cibolo,Earthbound Trading Co. Boho Hippie Jogger Pants S,B0503,$4.07 ,$4.41 ,WEARING,,,,,,,,,,
4,Goodwill Cibolo,Tipsy Elves Ugly Sweater Too Lit to Quit L,B0504,$4.07 ,$4.41 ,7/12/2021,20217,Poshmark,$25.00 ,$5.00 ,$0.00 ,$20.00 ,$15.59 ,10/31/2021,202110,111
4,Goodwill Cibolo,Lucky Brand Heathered Sweater V-Neck SOFT XL,B0505,$4.07 ,$4.41 ,7/15/2021,20217,Poshmark,$18.00 ,$3.60 ,$0.00 ,$14.40 ,$9.99 ,10/17/2021,202110,94
WEARING,Thredup,Lululemon Athletica Stirrup Pant Legging 4,B0506,$26.92 ,$26.92 ,WEARING,,,,,,,,,,
WEARING,Thredup,Lululemon Athletica High Waist Black Leggings 4,B0507,$26.92 ,$26.91 ,WEARING,,,,,,,,,,
,Poshmark,Bershka ASOS High Waist Raw Hem Mom Jeans,B0508,$27.04 ,$27.04 ,4/15/2021,20214,Poshmark,$21.29 ,$4.26 ,$1.06 ,$15.96 ,($11.08),5/28/2021,20215,43
WEARING,Texas Thrift Store,AEO Black Jumpsuit Racerback S,B0509,$3.49 ,$3.78 ,WEARING,,,,,,,,,,
10-Sep,Texas Thrift Store,Ann Taylor LOFT Dark Wash Denim Shorts 4,B0510,$2.49 ,$2.70 ,10/18/2021,202110,,,,,,,,,309
WEARING,Texas Thrift Store,158 YFK High Waist Skinny Jean Black Acid Wash No Size,B0511,$3.99 ,$4.32 ,WEARING,,,,,,,,,,
WEARING,Texas Thrift Store,Indigo Rein Acid Wash Skinny Jeans S,B0512,$2.99 ,$3.24 ,WEARING,,,,,,,,,,
WEARING,Texas Thrift Store,Flying Monkey High Waist Skinny Jeans Cut-off Ankle 28,B0513,$4.99 ,$5.40 ,WEARING,,,,,,,,,,
10-Sep,Texas Thrift Store,Ann Taylor LOFT Curvy Straight Jeans 26/2 Petite Dark Wash,B0514,$4.99 ,$5.40 ,10/17/2021,202110,,,,,,,,,310
WEARING,Texas Thrift Store,Ann Taylor Petite the Boot Curvy Fit 2 Petite Dark Wash,B0515,$4.99 ,$5.40 ,WEARING,,,,,,,,,,
14,Texas Thrift Store,A'gaci Floral Long Sleeve Romper V-Neck M,B0516,$3.49 ,$3.78 ,10/18/2021,202110,,,,,,,,,309
WEARING,Texas Thrift Store,Vanilla Star Leopard Animal Print Harem Pants XS,B0517,$2.49 ,$2.70 ,WEARING,,,,,,,,,,
13,Texas Thrift Store,LOFT Outlet Lined Midi Dress Abstract Print Work Dress S,B0518,$6.98 ,$7.56 ,10/17/2021,202110,,,,,,,,,310
8,Texas Thrift Store,Columbia 100% Cotton Button Down Roll-tab Sleeve XS,B0519,$2.99 ,$3.24 ,10/17/2021,202110,,,,,,,,,310
WEARING,Texas Thrift Store,Crochet Knit Lace Tank Top Swim Cover up Festival No Size,B0520,$2.49 ,$2.70 ,WEARING,,,,,,,,,,
WEARING,Texas Thrift Store,Torrid White Button up Long Sleeve 0 Plus Size,B0521,$5.98 ,$6.47 ,WEARING,,,,,,,,,,
14,Texas Thrift Store,E&M White Lace Floral Embroidered Romper Sleeveless S,B0522,$3.49 ,$3.78 ,10/18/2021,202110,,,,,,,,,309
N/A,Texas Thrift Store,Dansko XP 20 Size 38 Shiny Black Patent Leather Clogs,B0523,$3.49 ,$3.78 ,10/17/2021,202110,Poshmark,$40.00 ,$8.00 ,$0.00 ,$32.00 ,$28.22 ,12/15/2021,202112,59
10-Sep,Texas Thrift Store,Zara Basic Straight Leg Medium Wash Jeans Size 38,B0524,$3.49 ,$3.78 ,10/17/2021,202110,,,,,,,,,310
10-Sep,Texas Thrift Store,Levi's 518 Straight Leg Jeans Size 5 Medium Wash,B0525,$3.49 ,$3.78 ,10/17/2021,202110,Poshmark,$22.00 ,$4.40 ,$2.46 ,$15.14 ,$11.36 ,11/18/2021,202111,32
10-Sep,Texas Thrift Store,Levi's Legging Jeans Size 3M W26 L30,B0526,$3.99 ,$4.32 ,10/17/2021,202110,,,,,,,,,310
10-Sep,Texas Thrift Store,PrAna Bermuda Shorts Knee Length Legging XS,B0527,$2.49 ,$2.70 ,10/17/2021,202110,,,,,,,,,310
10-Sep,Texas Thrift Store,Adidas Climalite Capri M,B0528,$6.46 ,$6.99 ,10/17/2021,202110,,,,,,,,,310
4,Texas Thrift Store,Paper Crane Graphic Camping Tank L,B0529,$1.49 ,$1.61 ,10/13/2021,202110,,,,,,,,,314
11,Texas Thrift Store,Bobbie Brooks Striped Multi-color Midi Dress NWOT S,B0530,$3.49 ,$3.78 ,10/14/2021,202110,,,,,,,,,313
4,Texas Thrift Store,Cabi Pink Floating Poppies Tie Back Tank Top #5218 M,B0531,$2.49 ,$2.70 ,10/12/2021,202110,,,,,,,,,315
4,Texas Thrift Store,Madewell White Tank Top Tiered Faux Layer L,B0532,$1.99 ,$2.15 ,10/14/2021,202110,,,,,,,,,313
4,Texas Thrift Store,HD in Paris Anthro Floral Lace Flores Blouse 0,B0533,$4.99 ,$5.40 ,10/12/2021,202110,,,,,,,,,315
4,Texas Thrift Store,Cabi Sprig Sleveless Blouse in Red Floal 5222 S,B0534,$2.49 ,$2.70 ,10/12/2021,202110,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$13.30 ,11/3/2021,202111,22
4,Texas Thrift Store,Fig and Flower Anthro Boho Floral Blouse M,B0535,$3.99 ,$4.32 ,10/14/2021,202110,,,,,,,,,313
4,Texas Thrift Store,J. Crew Polka Dot Sleeveless Blouse Linen/Cotton Blend 14,B0536,$1.99 ,$2.15 ,10/12/2021,202110,,,,,,,,,315
5,Texas Thrift Store,American Rag Semi Sheer Poncho Style Blouse Plus Size 3X,B0537,$2.99 ,$3.24 ,10/14/2021,202110,,,,,,,,,313
3,Texas Thrift Store,Perch by Blu Pepper Boho Cream Sheer Crochet Blouse Plus Size 1X,B0538,$3.99 ,$4.32 ,10/14/2021,202110,,,,,,,,,313
5,Texas Thrift Store,Patrons of Peach Boho Cropped Blouse M,B0539,$2.49 ,$2.70 ,10/15/2021,202110,,,,,,,,,312
3,Texas Thrift Store,The Limited Floral Blouse Plus Size 2X,B0540,$2.99 ,$3.24 ,10/15/2021,202110,,,,,,,,,312
,Texas Thrift Store,Umgee Button Down Plaid Lace Blouse L,B0541,$5.98 ,$6.47 ,10/12/2021,202110,Poshmark,$22.00 ,$4.40 ,$0.00 ,$17.60 ,$11.13 ,10/17/2021,202110,5
3,Texas Thrift Store,Skies are Blue Paisley Color Block 3/4 Roll-tab Sleeve Blouse M,B0542,$2.99 ,$3.24 ,10/15/2021,202110,,,,,,,,,312
11,Texas Thrift Store,Francesca's Miami NWT Mermaid Dress L,B0543,$8.46 ,$9.15 ,10/15/2021,202110,Poshmark,$34.00 ,$6.80 ,$0.00 ,$27.20 ,$18.05 ,10/31/2021,202110,16
5,Texas Thrift Store,AEO Floral Boho Blouse XL,B0544,$2.49 ,$2.70 ,10/15/2021,202110,,,,,,,,,312
8,Texas Thrift Store,41 Hawthorn Wrap Top Sleeveless Plus Size 1X,B0545,$2.99 ,$3.24 ,10/17/2021,202110,,,,,,,,,310
3,Texas Thrift Store,Lumiere Rust Orange Blouse M,B0546,$2.99 ,$3.24 ,10/15/2021,202110,Poshmark,$24.75 ,$4.95 ,$1.86 ,$17.94 ,$14.70 ,12/10/2021,202112,56
8,Texas Thrift Store,The Limited Racer Back Color Block Stripe Tank M,B0547,$1.99 ,$2.15 ,10/17/2021,202110,,,,,,,,,310
8,Texas Thrift Store,Madewell Striped Button Down Tank L,B0548,$2.99 ,$3.24 ,10/17/2021,202110,,,,,,,,,310
13,Texas Thrift Store,Peach Love Cream NWT Boho Maxi Sleeveless S,B0549,$4.99 ,$5.40 ,10/18/2021,202110,,,,,,,,,309
8,Texas Thrift Store,Violoet + Claire Floral Blouse Long Sleeve L,B0550,$2.49 ,$2.70 ,10/17/2021,202110,,,,,,,,,310
8,Texas Thrift Store,Under Skies Embroidered Boho Tank M,B0551,$2.49 ,$2.70 ,10/17/2021,202110,,,,,,,,,310
8,Texas Thrift Store,Bella Llama Graphic Racerback Tank L,B0552,$0.99 ,$1.07 ,10/17/2021,202110,,,,,,,,,310
8,Texas Thrift Store,AEO Boho Blouse Semi Sheer 3/4 Sleeve L,B0553,$2.49 ,$2.70 ,10/17/2021,202110,,,,,,,,,310
8,Texas Thrift Store,Loveriche Pocket Shirt Dress Short Sleeve M,B0554,$2.99 ,$3.24 ,10/17/2021,202110,Poshmark,$19.00 ,$3.80 ,$0.00 ,$15.20 ,$11.96 ,12/22/2021,202112,66
8,Texas Thrift Store,Miss Me Floral Embroidered Blush Tank S,B0555,$1.99 ,$2.15 ,10/17/2021,202110,,,,,,,,,310
8,Texas Thrift Store,California Moon Rise Distressed Destroyed Tiered Blouse Short Sleeve XL,B0556,$2.49 ,$2.70 ,10/17/2021,202110,,,,,,,,,310
8,Texas Thrift Store,Eden & Oliva Flannel Plaid 1/2 Button Down Plus Size 1X,B0557,$2.49 ,$2.70 ,10/17/2021,202110,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$13.30 ,11/19/2021,202111,33
8,Texas Thrift Store,Express Paisley Tank S,B0558,$2.49 ,$2.70 ,10/18/2021,202110,,,,,,,,,309
8,Texas Thrift Store,Express Tie Dye High Low Tunic Tank S,B0559,$2.49 ,$2.70 ,10/18/2021,202110,,,,,,,,,309
8,Texas Thrift Store,Cabi Side Out Tank 5394 Striped Tunic Tank S,B0560,$2.49 ,$2.70 ,10/20/2021,202110,,,,,,,,,307
8,Texas Thrift Store,Marc by Marc Jacobs Silk Blend Tank Blouse Top Pleated Polka Dot 0,B0561,$2.99 ,$3.24 ,10/18/2021,202110,,,,,,,,,309
Defective,Texas Thrift Store,American Rag Beaded Boho Tank S,B0562,$1.99 ,$2.15 ,Defective,,Defective,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($2.15),9/19/2021,20219,
8,Texas Thrift Store,Umgee Knit Sweater Crochet Lace 3/4 Sleeve Plus Size 1X,B0563,$1.99 ,$2.15 ,10/18/2021,202110,,,,,,,,,309
8,Texas Thrift Store,Papaya Embroidered Floral Abstract Tank M,B0564,$1.49 ,$1.61 ,10/18/2021,202110,,,,,,,,,309
8,Texas Thrift Store,LOFT Ann Taylor Floral Ruffle Cap Sleeve Blouse Top S,B0565,$3.99 ,$4.32 ,10/18/2021,202110,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$11.68 ,11/3/2021,202111,16
8,Texas Thrift Store,BCBGeneration Floral Bell Long Sleeve Boho Hippie Gypsy Blouse Top S,B0566,$2.99 ,$3.24 ,10/18/2021,202110,,,,,,,,,309
8,Texas Thrift Store,Lucky Brand White Tank Semi-Sheer Back M,B0567,$1.45 ,$1.57 ,10/18/2021,202110,,,,,,,,,309
8,Texas Thrift Store,Torrid Button Down Pineapple Hawaiian Beach Shirt 2 Plus Size,B0568,$2.49 ,$2.70 ,10/18/2021,202110,,,,,,,,,309
8,Texas Thrift Store,Torrid Bow Print Black Blouse Top Short Sleeve 2 Plus Size,B0569,$2.99 ,$3.24 ,10/18/2021,202110,,,,,,,,,309
8,Texas Thrift Store,Eyeshadow Boho Crop Top Crochet Lace Plus Size 1X,B0570,$2.49 ,$2.70 ,10/18/2021,202110,,,,,,,,,309
8,Texas Thrift Store,J. Jill Linen White Blouse Crew Neck Sleeveless Tank L,B0571,$2.49 ,$2.70 ,10/18/2021,202110,,,,,,,,,309
8,Texas Thrift Store,Charming Charlie NWT Sleeveless Black/Cream Blouse XL,B0572,$3.49 ,$3.78 ,10/18/2021,202110,,,,,,,,,309
8,Texas Thrift Store,Express NWT Black Lace Peplum Sleeveless Blouse Top Tank M,B0573,$4.99 ,$5.40 ,10/18/2021,202110,,,,,,,,,309
8,Texas Thrift Store,Torrid Red 3/4 Sleeve Button Down Red Blouse Plus Size 2,B0574,$3.49 ,$3.78 ,10/20/2021,202110,,,,,,,,,307
8,Texas Thrift Store,Finn & Grace Boho Floral Pillowcase Blouse M,B0575,$1.99 ,$2.15 ,10/18/2021,202110,,,,,,,,,309
12,Texas Thrift Store,Skies Are Blue Stitch Fix Embroidered Tunic Dress S,B0576,$2.49 ,$2.70 ,10/20/2021,202110,,,,,,,,,307
8,Texas Thrift Store,Philosophy Black Lace Blouse Plus Size 2XL XXL,B0577,$2.49 ,$2.70 ,10/18/2021,202110,,,,,,,,,309
8,Texas Thrift Store,Skies Are Blue Stitch Fix Embroidered V-Neck Tank Top L,B0578,$1.49 ,$1.61 ,10/18/2021,202110,,,,,,,,,309
8,Texas Thrift Store,Livi Active Red Black Long Sleeve Top Plus Size 18/20,B0579,$3.49 ,$3.78 ,10/18/2021,202110,,,,,,,,,309
14,Texas Thrift Store,BCBGMaxAzria Pin Stripe Romper 3/4 Sleeve S,B0580,$3.99 ,$4.32 ,10/18/2021,202110,,,,,,,,,309
8,Texas Thrift Store,Boutique Animal Print Stripe Long Sleeve Knit Sweater Blouse Plus Size 2XL,B0581,$2.99 ,$3.24 ,10/18/2021,202110,,,,,,,,,309
Defective,Texas Thrift Store,AEO Boho Floral Tank Ruffle V-Neck Button Down L,B0582,$2.49 ,$2.70 ,Defective,,Defective,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($2.70),10/15/2021,202110,
8,Texas Thrift Store,Sam & Lavi Tie Die Raw Hem Sleeveless Tank Top M,B0583,$1.99 ,$2.15 ,10/18/2021,202110,Poshmark,$19.00 ,$3.80 ,$0.00 ,$15.20 ,$13.05 ,12/22/2021,202112,65
13,Texas Thrift Store,Lucky Brand Strapless Maxi Dress Boho Hippie Gypsy Paisley M,B0584,$3.99 ,$3.30 ,10/18/2021,202110,,,,,,,,,309
13,Texas Thrift Store,AEO Patchwork Boho Floral Bell Sleeve Long Sleeve Hippie Gypsy Dress M,B0585,$0.00 ,$0.00 ,10/18/2021,202110,,,,,,,,,309
8,Texas Thrift Store,Torrid Striped V Neck T Shirt Plus Size 00,B0586,$0.00 ,$0.00 ,10/18/2021,202110,,,,,,,,,309
,Texas Thrift Store,Skipped SKU,B0587,$0.00 ,$0.00 ,12/31/2021,202112,None,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,12/31/2021,202112,0
,Texas Thrift Store,Skipped SKU,B0588,$0.00 ,$0.00 ,12/31/2021,202112,None,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,12/31/2021,202112,0
Hanging,Garage Sale,Dooney and Burke Purse,B0589,$20.00 ,$20.00 ,10/17/2021,202110,FAKE,$0.00 ,$0.00 ,$0.00 ,($20.00),($20.00),11/2/2021,202111,16
14,Garage Sale,Michael Kors Wallet,B0590,$10.00 ,$10.00 ,10/17/2021,202110,Poshmark,$50.00 ,$10.00 ,$0.00 ,$40.00 ,$30.00 ,11/12/2021,202111,26
,Garage Sale,LOFT Ann Taylor Pattern Blouse 3/4 Sleeve Crew Neck XL,B0591,$1.33 ,$1.33 ,10/18/2021,202110,Poshmark,$18.00 ,$3.60 ,$0.00 ,$14.40 ,$13.07 ,11/1/2021,202111,14
8,Garage Sale,J. Jill Dolman Batwing Sleeve Blouse Cowl Neck Heathered Purple 3/4 Sleeves L,B0592,$1.33 ,$1.33 ,10/18/2021,202110,,,,,,,,,309
8,Garage Sale,Lucky Brand Floral Blouse L,B0593,$1.34 ,$1.34 ,10/18/2021,202110,Poshmark,$10.00 ,$2.95 ,$0.00 ,$7.05 ,$5.71 ,12/11/2021,202112,54
14,Goodwill Columbia MO,Band of Gypsies B.O.G. Collective Houndstooth Jumpsuit S,B0594,$7.00 ,$7.00 ,10/18/2021,,,,,,,,,,
13,Goodwill Columbia MO,Altar'd State Chambray mini shift dress ruffle top faux sleeveless pockets S,B0595,$1.25 ,$1.25 ,10/18/2021,202110,,,,,,,,,309
13,Goodwill Columbia MO,Lulu's Bodycon twist mini dress black XS,B0596,$0.00 ,$0.00 ,10/18/2021,202110,,,,,,,,,309
14,Goodwill Columbia MO,Urban Outfitters UO Gold Metallic Romper L,B0597,$7.00 ,$7.00 ,10/18/2021,202110,,,,,,,,,309
14,Goodwill Columbia MO,AEO Boho Hippie Gypsy Bell Sleeve Long Sleeve Romper S,B0598,$5.00 ,$5.00 ,10/18/2021,202110,,,,,,,,,309
,Goodwill Columbia MO,Philosophy Floral Lace Embroidered Long Sleeve Dress S Petite,B0599,$5.00 ,$5.00 ,Wearing,,,,,,,,,,
